"Year","Week","Date & Time","Favorite","Line","Underdog","Total","Game_Type"
"2009","11","11/22 4:15 ET","Cincinnati","-8.5","At Oakland","36","reg"
"2009","11","11/22 4:15 ET","San Diego","-6","At Denver","41.5","reg"
"2009","11","11/22 8:20 ET","Philadelphia","-3.5","At Chicago","47","reg"
"2009","11","11/23 8:35 ET","At Houston","-3.5","Tennessee","48","reg"
"2008","11","11/13 8:15 ET","At New England","-3","NY Jets","40.5","reg"
"2008","11","11/16 1:00 ET","At Atlanta","-6.5","Denver","51.5","reg"
"2008","11","11/16 1:00 ET","At Miami","-10","Oakland","38","reg"
"2008","11","11/16 1:00 ET","At NY Giants","-7","Baltimore","40.5","reg"
"2008","11","11/16 1:00 ET","At Indianapolis","-7.5","Houston","50.5","reg"
"2008","11","11/16 4:15 ET","Tennessee","-3","At Jacksonville","40","reg"
"2008","11","11/16 1:00 ET","At Green Bay","-3.5","Chicago","43","reg"
"2008","11","11/16 1:00 ET","Philadelphia","-9","At Cincinnati","41","reg"
"2008","11","11/16 1:00 ET","New Orleans","-6","At Kansas City","50.5","reg"
"2008","11","11/16 1:00 ET","At Carolina","-14","Detroit","40","reg"
"2008","11","11/16 1:00 ET","At Tampa Bay","-5","Minnesota","39","reg"
"2008","11","11/16 4:05 ET","At San Francisco","-7","St. Louis","43.5","reg"
"2008","11","11/16 4:05 ET","Arizona","-3","At Seattle","48","reg"
"2008","11","11/16 4:15 ET","At Pittsburgh","-4.5","San Diego","40.5","reg"
"2008","11","11/16 8:15 ET","Dallas","-2","At Washington","43","reg"
"2008","11","11/17 8:35 ET","At Buffalo","-5","Cleveland","40.5","reg"
"2007","11","11/18 1:00 ET","At Jacksonville","-3","San Diego","40.5","reg"
"2007","11","11/18 1:00 ET","At Indianapolis","-14.5","Kansas City","41.5","reg"
"2007","11","11/18 1:00 ET","At Minnesota","-4.5","Oakland","35.5","reg"
"2007","11","11/18 1:00 ET","Cleveland","-2","At Baltimore","43.5","reg"
"2007","11","11/18 4:05 ET","Pittsburgh","-9","At NY Jets","40.5","reg"
"2007","11","11/18 1:00 ET","Tampa Bay","-3","At Atlanta","35.5","reg"
"2007","11","11/18 1:00 ET","At Cincinnati","-3","Arizona","48.5","reg"
"2007","11","11/18 1:00 ET","At Philadelphia","-9.5","Miami","40.5","reg"
"2007","11","11/18 8:15 ET","New England","-16.5","At Buffalo","47","reg"
"2007","11","11/18 4:15 ET","At Dallas","-11","Washington","47","reg"
"2007","11","11/18 1:00 ET","At Houston","-1.5","New Orleans","50","reg"
"2007","11","11/18 1:00 ET","At Green Bay","-10","Carolina","37.5","reg"
"2007","11","11/18 1:00 ET","NY Giants","-2.5","At Detroit","48","reg"
"2007","11","11/18 4:15 ET","St. Louis","-3","At San Francisco","39.5","reg"
"2007","11","11/18 4:15 ET","At Seattle","-6","Chicago","38","reg"
"2007","11","11/19 8:30 ET","At Denver","-1","Tennessee","38.5","reg"
"2006","11","11/19 1:00 ET","At Kansas City","-8","Oakland","36","reg"
"2006","11","11/19 4:15 ET","Indianapolis","-1.5","At Dallas","50","reg"
"2006","11","11/19 1:00 ET","At New Orleans","-3.5","Cincinnati","51.5","reg"
"2006","11","11/19 1:00 ET","Pittsburgh","-4.5","At Cleveland","37","reg"
"2006","11","11/19 1:00 ET","At Philadelphia","-13","Tennessee","44","reg"
"2006","11","11/19 1:00 ET","At Baltimore","-3.5","Atlanta","41","reg"
"2006","11","11/19 1:00 ET","At Carolina","-6.5","St. Louis","44","reg"
"2006","11","11/19 1:00 ET","At Houston","-3","Buffalo","36.5","reg"
"2006","11","11/19 1:00 ET","New England","-6","At Green Bay","45.5","reg"
"2006","11","11/19 1:00 ET","At Tampa Bay","-3","Washington","33.5","reg"
"2006","11","11/19 1:00 ET","Chicago","-6","At NY Jets","39.5","reg"
"2006","11","11/19 1:00 ET","At Miami","-3.5","Minnesota","34","reg"
"2006","11","11/19 4:05 ET","At Arizona","-2","Detroit","46","reg"
"2006","11","11/19 4:05 ET","Seattle","-3","At San Francisco","43.5","reg"
"2006","11","11/19 8:15 ET","At Denver","-3","San Diego","42.5","reg"
"2006","11","11/20 8:30 ET","At Jacksonville","-3.5","NY Giants","38.5","reg"
"2016","12","11/24 12:30 ET","At Detroit","-1.5","Minnesota","42","reg"
"2016","12","11/24 4:30 ET","At Dallas","-6","Washington","53.5","reg"
"2016","12","11/24 8:30 ET","Pittsburgh","-8.5","At Indianapolis","49.5","reg"
"2016","12","11/27 1:00 ET","San Diego","-2.5","At Houston","46","reg"
"2016","12","11/27 1:00 ET","Tennessee","-6.5","At Chicago","42","reg"
"2016","12","11/27 1:00 ET","At Buffalo","-8.5","Jacksonville","44","reg"
"2016","12","11/27 1:00 ET","At Baltimore","-3.5","Cincinnati","42","reg"
"2016","12","11/27 1:00 ET","At Atlanta","-4","Arizona","49","reg"
"2016","12","11/27 1:00 ET","At Miami","-7","San Francisco","45","reg"
"2016","12","11/27 1:00 ET","At New Orleans","-8","Los Angeles","45","reg"
"2016","12","11/27 1:00 ET","NY Giants","-6.5","At Cleveland","46.5","reg"
"2016","12","11/27 4:05 ET","Seattle","-5.5","At Tampa Bay","46","reg"
"2016","12","11/27 4:25 ET","At Oakland","-3.5","Carolina","48.5","reg"
"2016","12","11/27 8:30 ET","At Denver","-3.5","Kansas City","40","reg"
"2016","12","11/27 4:25 ET","New England","-9.5","At NY Jets","48.5","reg"
"2016","12","11/28 8:30 ET","At Philadelphia","-4","Green Bay","47.5","reg"
"2015","12","11/26 12:30 ET","At Detroit","-3","Philadelphia","47","reg"
"2015","12","11/26 4:30 ET","Carolina","-1","At Dallas","44.5","reg"
"2015","12","11/26 8:30 ET","At Green Bay","-8","Chicago","45","reg"
"2015","12","11/29 1:00 ET","At Houston","-3.5","New Orleans","51","reg"
"2015","12","11/29 1:00 ET","At Atlanta","-2","Minnesota","45","reg"
"2015","12","11/29 1:00 ET","At Cincinnati","-9.5","St. Louis","42","reg"
"2015","12","11/29 1:00 ET","At Indianapolis","-3","Tampa Bay","46.5","reg"
"2015","12","11/29 1:00 ET","NY Giants","-1.5","At Washington","48","reg"
"2015","12","11/29 1:00 ET","Oakland","-1","At Tennessee","45","reg"
"2015","12","11/29 1:00 ET","At Kansas City","-4.5","Buffalo","41","reg"
"2015","12","11/29 1:00 ET","At NY Jets","-4.5","Miami","43.5","reg"
"2015","12","11/29 1:00 ET","At Jacksonville","-5","San Diego","47","reg"
"2015","12","11/29 4:05 ET","Arizona","-8.5","At San Francisco","45","reg"
"2015","12","11/29 4:25 ET","At Seattle","-3","Pittsburgh","46.5","reg"
"2015","12","11/29 8:30 ET","New England","-2.5","At Denver","43","reg"
"2015","12","11/30 8:30 ET","At Cleveland","-6","Baltimore","41","reg"
"2014","12","11/20 8:25 ET","Kansas City","-7.5","At Oakland","42","reg"
"2014","12","11/23 1:00 ET","At Atlanta","-2.5","Cleveland","48.5","reg"
"2014","12","11/23 1:00 ET","At Philadelphia","-11.5","Tennessee","49","reg"
"2014","12","11/23 1:00 ET","At New England","-7","Detroit","47.5","reg"
"2014","12","11/23 1:00 ET","Green Bay","-8","At Minnesota","49.5","reg"
"2014","12","11/23 1:00 ET","At Indianapolis","-13.5","Jacksonville","49.5","reg"
"2014","12","11/23 1:00 ET","At Houston","-2.5","Cincinnati","44.5","reg"
"2014","12","11/23 1:00 ET
PPD to MNF","At Buffalo","PPD","NY Jets","","reg"
"2014","12","11/23 1:00 ET","At Chicago","-4.5","Tampa Bay","46.5","reg"
"2014","12","11/23 4:05 ET","At Seattle","-7.5","Arizona","41.5","reg"
"2014","12","11/23 4:05 ET","At San Diego","-5","St. Louis","43.5","reg"
"2014","12","11/23 4:25 ET","At Denver","-6.5","Miami","47.5","reg"
"2014","12","11/23 4:25 ET","At San Francisco","-9.5","Washington","44","reg"
"2014","12","11/23 8:30 ET","Dallas","-4.5","At NY Giants","49","reg"
"2014","12","11/24 8:30 ET","At New Orleans","-3","Baltimore","50.5","reg"
"2014","12","11/24 7:00 ET","At Buffalo(Detroit)size=-1>","-2.5","NY Jets","42.5","reg"
"2013","12","11/21 8:25 ET","New Orleans","-8","At Atlanta","53","reg"
"2013","12","11/24 1:00 ET","At Detroit","-7","Tampa Bay","49","reg"
"2013","12","11/24 1:00 ET","At Houston","-10.5","Jacksonville","43.5","reg"
"2013","12","11/24 1:00 ET","At Green Bay","-6","Minnesota","44","reg"
"2013","12","11/24 1:00 ET","At Kansas City","-3.5","San Diego","43.5","reg"
"2013","12","11/24 1:00 ET","Carolina","-5","At Miami","40.5","reg"
"2013","12","11/24 1:00 ET","At Cleveland","-2.5","Pittsburgh","40","reg"
"2013","12","11/24 1:00 ET","At St. Louis","-2","Chicago","46","reg"
"2013","12","11/24 1:00 ET","At Baltimore","-4","NY Jets","38.5","reg"
"2013","12","11/24 4:05 ET","Tennessee","-2.5","At Oakland","42","reg"
"2013","12","11/24 4:05 ET","At Arizona","-3","Indianapolis","45","reg"
"2013","12","11/24 4:25 ET","At NY Giants","-2.5","Dallas","45","reg"
"2013","12","11/24 8:30 ET","Denver","-1","At New England","54","reg"
"2013","12","11/25 8:40 ET","San Francisco","-5.5","At Washington","45.5","reg"
"2012","12","11/22 12:30 ET","Houston","-3.5","At Detroit","48.5","reg"
"2012","12","11/22 4:15 ET","At Dallas","-3.5","Washington","47.5","reg"
"2012","12","11/22 8:20 ET","New England","-7","At NY Jets","48","reg"
"2012","12","11/25 1:00 ET","At Cincinnati","-7.5","Oakland","50","reg"
"2012","12","11/25 1:00 ET","Pittsburgh","-1","At Cleveland","33.5","reg"
"2012","12","11/25 1:00 ET","At Indianapolis","-2","Buffalo","51","reg"
"2012","12","11/25 1:00 ET","Denver","-10.5","At Kansas City","42","reg"
"2012","12","11/25 1:00 ET","Tennessee","-3.5","At Jacksonville","45","reg"
"2012","12","11/25 1:00 ET","At Chicago","-6.5","Minnesota","38.5","reg"
"2012","12","11/25 1:00 ET","Atlanta","-1","At Tampa Bay","51","reg"
"2012","12","11/25 1:00 ET","Seattle","-3","At Miami","37.5","reg"
"2012","12","11/25 4:05 ET","Baltimore","-1","At San Diego","47","reg"
"2012","12","11/25 4:25 ET","San Francisco","-2.5","At New Orleans","50.5","reg"
"2012","12","11/25 4:25 ET","At Arizona","-1.5","St. Louis","36","reg"
"2012","12","11/25 8:30 ET","At NY Giants","-3","Green Bay","51","reg"
"2012","12","11/26 8:40 ET","Carolina","-3","At Philadelphia","41.5","reg"
"2011","12","11/24 12:30 ET","Green Bay","-4.5","At Detroit","55","reg"
"2011","12","11/24 4:15 ET","At Dallas","-7","Miami","45.5","reg"
"2011","12","11/24 8:20 ET","At Baltimore","-3.5","San Francisco","40.5","reg"
"2011","12","11/27 1:00 ET","At St. Louis","-2.5","Arizona","40","reg"
"2011","12","11/27 1:00 ET","At NY Jets","-9.5","Buffalo","42.5","reg"
"2011","12","11/27 1:00 ET","At Cincinnati","-6.5","Cleveland","38.5","reg"
"2011","12","11/27 1:00 ET","Houston","-6.5","At Jacksonville","37","reg"
"2011","12","11/27 1:00 ET","Carolina","-3.5","At Indianapolis","46.5","reg"
"2011","12","11/27 1:00 ET","At Tennessee","-3","Tampa Bay","43.5","reg"
"2011","12","11/27 1:00 ET","At Atlanta","-10","Minnesota","44","reg"
"2011","12","11/27 4:05 ET","At Oakland","-3","Chicago","41","reg"
"2011","12","11/27 4:05 ET","At Seattle","-3","Washington","37","reg"
"2011","12","11/27 4:15 ET","New England","-3","At Philadelphia","50.5","reg"
"2011","12","11/27 4:15 ET","At San Diego","-4.5","Denver","42","reg"
"2011","12","11/27 8:30 ET","Pittsburgh","-11","At Kansas City","42","reg"
"2011","12","11/28 8:35 ET","At New Orleans","-7","NY Giants","51","reg"
"2010","12","11/25 12:30 ET","New England","-6","At Detroit","50.5","reg"
"2010","12","11/25 4:15 ET","New Orleans","-4.5","At Dallas","48.5","reg"
"2010","12","11/25 8:20 ET","At NY Jets","-10","Cincinnati","43.5","reg"
"2010","12","11/28 1:00 ET","Minnesota","-2","At Washington","43.5","reg"
"2010","12","11/28 1:00 ET","Pittsburgh","-6.5","At Buffalo","43.5","reg"
"2010","12","11/28 1:00 ET","At Houston","-5","Tennessee","46.5","reg"
"2010","12","11/28 1:00 ET","At NY Giants","-7.5","Jacksonville","43.5","reg"
"2010","12","11/28 1:00 ET","At Cleveland","-8","Carolina","37.5","reg"
"2010","12","11/28 4:15 ET","At Baltimore","-7.5","Tampa Bay","41.5","reg"
"2010","12","11/28 4:15 ET","Philadelphia","-3","At Chicago","42","reg"
"2010","12","11/28 1:00 ET","At Atlanta","-2","Green Bay","47.5","reg"
"2010","12","11/28 4:05 ET","At Oakland","-3","Miami","38","reg"
"2010","12","11/28 4:05 ET","Kansas City","-1.5","At Seattle","45","reg"
"2010","12","11/28 4:15 ET","At Denver","-3","St. Louis","46.5","reg"
"2010","12","11/28 8:20 ET","At Indianapolis","-2","San Diego","50.5","reg"
"2010","12","11/29 8:35 ET","San Francisco","-2","At Arizona","41.5","reg"
"2009","12","11/26 12:30 ET","Green Bay","-11.5","At Detroit","48.5","reg"
"2009","12","11/26 4:15 ET","At Dallas","-13.5","Oakland","40.5","reg"
"2009","12","11/26 8:20 ET","NY Giants","-4.5","At Denver","43.5","reg"
"2009","12","11/29 1:00 ET","Indianapolis","-3","At Houston","48","reg"
"2009","12","11/29 1:00 ET","At Cincinnati","-12.5","Cleveland","39.5","reg"
"2009","12","11/29 4:15 ET","At Minnesota","-10.5","Chicago","47","reg"
"2009","12","11/29 1:00 ET","At Philadelphia","-10","Washington","40.5","reg"
"2009","12","11/29 1:00 ET","Miami","-3.5","At Buffalo","38.5","reg"
"2009","12","11/29 4:15 ET","At Tennessee","-3.5","Arizona","44.5","reg"
"2009","12","11/29 1:00 ET","Seattle","-3.5","At St. Louis","42.5","reg"
"2009","12","11/29 1:00 ET","At Atlanta","-12.5","Tampa Bay","46","reg"
"2009","12","11/29 1:00 ET","At NY Jets","-3.5","Carolina","41.5","reg"
"2009","12","11/29 4:05 ET","At San Francisco","-3","Jacksonville","42","reg"
"2009","12","11/29 4:05 ET","At San Diego","-13.5","Kansas City","45","reg"
"2009","12","11/29 8:20 ET","At Baltimore","-7.5","Pittsburgh","35","reg"
"2009","12","11/30 8:35 ET","At New Orleans","-2","New England","57.5","reg"
"2008","12","11/20 8:15 ET","At Pittsburgh","-11.5","Cincinnati","34.5","reg"
"2008","12","11/23 1:00 ET","At Cleveland","-3","Houston","50","reg"
"2008","12","11/23 1:00 ET","Buffalo","-3","At Kansas City","43","reg"
"2008","12","11/23 1:00 ET","At Tennessee","-5.5","NY Jets","41","reg"
"2008","12","11/23 1:00 ET","New England","-2","At Miami","42.5","reg"
"2008","12","11/23 1:00 ET","At Dallas","-9.5","San Francisco","46","reg"
"2008","12","11/23 1:00 ET","Tampa Bay","-8","At Detroit","42","reg"
"2008","12","11/23 1:00 ET","At Baltimore","-2","Philadelphia","39.5","reg"
"2008","12","11/23 1:00 ET","Chicago","-7.5","At St. Louis","44.5","reg"
"2008","12","11/23 1:00 ET","At Jacksonville","-2","Minnesota","41","reg"
"2008","12","11/23 4:15 ET","At Atlanta","PK","Carolina","41.5","reg"
"2008","12","11/23 4:05 ET","At Denver","-8.5","Oakland","43.5","reg"
"2008","12","11/23 4:15 ET","Washington","-3","At Seattle","40.5","reg"
"2008","12","11/23 4:15 ET","NY Giants","-3","At Arizona","48.5","reg"
"2008","12","11/23 8:15 ET","At San Diego","-3","Indianapolis","49.5","reg"
"2008","12","11/24 8:35 ET","At New Orleans","PK","Green Bay","52","reg"
"2007","12","11/22 12:30 ET","Green Bay","-3","At Detroit","47.5","reg"
"2007","12","11/22 4:15 ET","At Dallas","-14.5","NY Jets","48","reg"
"2007","12","11/22 8:15 ET","Indianapolis","-13.5","At Atlanta","42","reg"
"2007","12","11/25 4:15 ET","At Chicago","-1","Denver","42","reg"
"2007","12","11/25 1:00 ET","At Cincinnati","PK","Tennessee","47","reg"
"2007","12","11/25 1:00 ET","At Jacksonville","-8.5","Buffalo","37","reg"
"2007","12","11/25 1:00 ET","At Kansas City","-4","Oakland","34.5","reg"
"2007","12","11/25 1:00 ET","At Cleveland","-3","Houston","52","reg"
"2007","12","11/25 1:00 ET","Seattle","-3","At St. Louis","45.5","reg"
"2007","12","11/25 1:00 ET","At NY Giants","-7","Minnesota","40.5","reg"
"2007","12","11/25 1:00 ET","New Orleans","-3","At Carolina","41.5","reg"
"2007","12","11/25 1:00 ET","At Tampa Bay","-3","Washington","38","reg"
"2007","12","11/25 4:05 ET","At Arizona","-10.5","San Francisco","37.5","reg"
"2007","12","11/25 4:15 ET","At San Diego","-9","Baltimore","38.5","reg"
"2007","12","11/25 8:15 ET","At New England","-24.5","Philadelphia","51.5","reg"
"2007","12","11/26 8:30 ET","At Pittsburgh","-15.5","Miami","37.5","reg"
"2006","12","11/23 12:30 ET","Miami","-2.5","At Detroit","40","reg"
"2006","12","11/23 4:15 ET","At Dallas","-12.5","Tampa Bay","38.5","reg"
"2006","12","11/23 8:00 ET","At Kansas City","-2","Denver","39","reg"
"2006","12","11/26 1:00 ET","Jacksonville","-3","At Buffalo","35","reg"
"2006","12","11/26 1:00 ET","At NY Jets","-5","Houston","40","reg"
"2006","12","11/26 1:00 ET","At Baltimore","-3","Pittsburgh","40","reg"
"2006","12","11/26 1:00 ET","Cincinnati","-3.5","At Cleveland","44","reg"
"2006","12","11/26 1:00 ET","At Minnesota","-7","Arizona","39","reg"
"2006","12","11/26 1:00 ET","At St. Louis","-4.5","San Francisco","44.5","reg"
"2006","12","11/26 1:00 ET","At Atlanta","-3","New Orleans","48","reg"
"2006","12","11/26 1:00 ET","Carolina","-5.5","At Washington","36","reg"
"2006","12","11/26 4:15 ET","At New England","-4.5","Chicago","38","reg"
"2006","12","11/26 8:15 ET","At Indianapolis","-10.5","Philadelphia","44.5","reg"
"2006","12","11/26 4:15 ET","NY Giants","-3.5","At Tennessee","45","reg"
"2006","12","11/26 4:05 ET","At San Diego","-13.5","Oakland","43","reg"
"2006","12","11/27 8:30 ET","At Seattle","-10","Green Bay","42","reg"
"2016","13","12/1 8:25 ET","Dallas","-3","At Minnesota","43.5","reg"
"2016","13","12/4 1:00 ET","Denver","-3.5","At Jacksonville","38.5","reg"
"2016","13","12/4 1:00 ET","At Atlanta","-5","Kansas City","50","reg"
"2016","13","12/4 1:00 ET","At Green Bay","-7","Houston","44.5","reg"
"2016","13","12/4 1:00 ET","At Cincinnati","-1.5","Philadelphia","42","reg"
"2016","13","12/4 1:00 ET","At New Orleans","-6.5","Detroit","53.5","reg"
"2016","13","12/4 1:00 ET","San Francisco","-1","At Chicago","44","reg"
"2016","13","12/4 1:00 ET","At New England","-13.5","Los Angeles","45","reg"
"2016","13","12/4 1:00 ET","At Baltimore","-3.5","Miami","41.5","reg"
"2016","13","12/4 4:05 ET","At Oakland","-3","Buffalo","48.5","reg"
"2016","13","12/4 4:25 ET","At San Diego","-3.5","Tampa Bay","49","reg"
"2016","13","12/4 4:25 ET","At Arizona","-2.5","Washington","48.5","reg"
"2016","13","12/4 4:25 ET","At Pittsburgh","-6.5","NY Giants","49.5","reg"
"2016","13","12/4 8:30 ET","At Seattle","-8.5","Carolina","44","reg"
"2016","13","12/5 8:30 ET","At NY Jets","-1","Indianapolis","48.5","reg"
"2015","13","12/3 8:25 ET","Green Bay","-2.5","At Detroit","46.5","reg"
"2015","13","12/6 1:00 ET","At Chicago","-6.5","San Francisco","43","reg"
"2015","13","12/6 1:00 ET","Cincinnati","-7.5","At Cleveland","44","reg"
"2015","13","12/6 1:00 ET","At Tennessee","-3","Jacksonville","43.5","reg"
"2015","13","12/6 1:00 ET","At Buffalo","-3","Houston","42","reg"
"2015","13","12/6 1:00 ET","At Miami","-3.5","Baltimore","43","reg"
"2015","13","12/6 4:25 ET","Carolina","-6","At New Orleans","50.5","reg"
"2015","13","12/6 1:00 ET","Seattle","-2.5","At Minnesota","43","reg"
"2015","13","12/6 1:00 ET","Arizona","-3.5","At St. Louis","43","reg"
"2015","13","12/6 1:00 ET","At Tampa Bay","PK","Atlanta","46.5","reg"
"2015","13","12/6 1:00 ET","NY Jets","-2.5","At NY Giants","46","reg"
"2015","13","12/6 4:05 ET","Denver","-6","At San Diego","45","reg"
"2015","13","12/6 4:05 ET","Kansas City","-3","At Oakland","45.5","reg"
"2015","13","12/6 4:25 ET","At New England","-9.5","Philadelphia","49","reg"
"2015","13","12/6 8:30 ET","At Pittsburgh","-9.5","Indianapolis","50.5","reg"
"2015","13","12/7 8:30 ET","At Washington","-2","Dallas","43.5","reg"
"2014","13","11/27 12:30 ET","At Detroit","-7","Chicago","46","reg"
"2014","13","11/27 4:30 ET","At Dallas","-3.5","Philadelphia","57","reg"
"2014","13","11/27 8:30 ET","At San Francisco","-1.5","Seattle","40.5","reg"
"2014","13","11/30 1:00 ET","At Indianapolis","-8","Washington","49","reg"
"2014","13","11/30 1:00 ET","At Houston","-7","Tennessee","42.5","reg"
"2014","13","11/30 1:00 ET","At Buffalo","-3","Cleveland","42","reg"
"2014","13","11/30 1:00 ET","At Baltimore","-6.5","San Diego","46","reg"
"2014","13","11/30 1:00 ET","NY Giants","-3","At Jacksonville","44","reg"
"2014","13","11/30 1:00 ET","Cincinnati","-6","At Tampa Bay","43.5","reg"
"2014","13","11/30 1:00 ET","At St. Louis","-6","Oakland","43","reg"
"2014","13","11/30 1:00 ET","At Pittsburgh","-3.5","New Orleans","54.5","reg"
"2014","13","11/30 1:00 ET","At Minnesota","-2.5","Carolina","41.5","reg"
"2014","13","11/30 4:05 ET","Arizona","-1.5","At Atlanta","45","reg"
"2014","13","11/30 4:25 ET","At Green Bay","-3","New England","58","reg"
"2014","13","11/30 8:30 ET","At Kansas City","PK","Denver","49.5","reg"
"2014","13","12/1 8:30 ET","Miami","-7","At NY Jets","41.5","reg"
"2013","13","11/28 12:30 ET","At Detroit","-6.5","Green Bay","49","reg"
"2013","13","11/28 4:30 ET","At Dallas","-9","Oakland","49.5","reg"
"2013","13","11/28 8:30 ET","At Baltimore","-3","Pittsburgh","40.5","reg"
